"Neveol, Mariana Neves, Martin Popel, Matt Post, Raphael Rubino, Car-","",""
"","","ating Systems Design and Implementation (OSDI 22). 539–558."
"olina Scarton, Lucia Specia, Marco Turchi, Karin Verspoor, and Marcos","",""
"","","[22] Kaiming He, Xiangyu Zhang, Shaoqing Ren, and Jian Sun. 2016. Deep"
"Zampieri. 2016. Findings of the 2016 Conference on Machine Trans-","",""
"","","residual
learning for image recognition.
In Proceedings of
the IEEE"
"lation. In Proceedings of the First Conference on Machine Translation.","",""
"","","conference on computer vision and pattern recognition. 770–778."
"Association for Computational Linguistics, Berlin, Germany, 131–198.","",""
"","","[23] Chien-Chin Huang, Gu Jin, and Jinyang Li. 2020. Swapadvisor: Push-"
"http://www.aclweb.org/anthology/W/W16/W16-2301","",""
"","","ing deep learning beyond the gpu memory limit via smart swapping."
"[5] Tom Brown, Benjamin Mann, Nick Ryder, Melanie Subbiah, Jared D","",""
"","","In Proceedings of the Twenty-Fifth International Conference on Archi-"
"Kaplan, Prafulla Dhariwal, Arvind Neelakantan, Pranav Shyam, Girish","",""
"","","tectural Support for Programming Languages and Operating Systems."
"Sastry, Amanda Askell, et al. 2020.
Language models are few-shot","",""
"","","1341–1355."
"learners. Advances in neural information processing systems 33 (2020),","",""
"","","[24] Paras Jain, Ajay Jain, Aniruddha Nrusimha, Amir Gholami, Pieter"
"1877–1901.","",""
"","","Abbeel, Joseph Gonzalez, Kurt Keutzer, and Ion Stoica. 2020. Check-"
"[6] Mark Chen, Jerry Tworek, Heewoo Jun, Qiming Yuan, Henrique Ponde","",""
"","","mate: Breaking the memory wall with optimal tensor rematerialization."
"de Oliveira Pinto, Jared Kaplan, Harri Edwards, Yuri Burda, Nicholas","",""
"","14",""
